ARTNR,"KATNR,C,55","BEZ,C,120",LIEFERANT,"EINHEIT,N,2,0",LIEFERANT1,"EK1,N,9,3","KATNR1,C,55",LIEFERANT2,"EK2,N,9,3","KATNR2,C,55","VGL_ARTNR,C,45","EK,N,9,3","VK,N,9,3","VK_2,N,9,3","VK1,N,9,3","VK2,N,9,3","VK3,N,9,3","VK4,N,9,3","VK1M,N,9,3","VK2M,N,9,3","VK3M,N,9,3","VK4M,N,9,3","ST1,N,4,0","ST2,N,4,0","ST3,N,4,0","ST4,N,4,0","BESTAND,N,10,3","AMIN,N,7,2","AMAX,N,7,2",GRUPPE,"ANGEBOT,L","PROV,N,5,2","EAN,N,13,0","VK_DAT,D","EINGANG,D","VON,D","BIS,D","RA,N,7,2","RAM,N,7,2","ANGWIED,L","SL,L","LF,L","VE,N,6,2","PFAND,N,6,2","MIT_PR,N,7,2","BEM,M","AUS_PLATZ,N,2,0","MWST_VK,N,2,0","MWST_MN,N,2,0","INV_BESTAN,N,9,3","INV_MUST,L","BILD,M","ZIGARETTE,L","DATENBLATT,M","KAFFEE,L","H_HOUR1,N,7,2","H_HOUR2,N,7,2","H_HOUR1M,N,7,2","H_HOUR2M,N,7,2","MWST_EK,N,2,0",KATEGOR,MY_ARTNR,"NOTVISIBLE,L","HERSTELLER,C,35","HERST_NR,C,35","SERNR,M","SAISON,C,35","FARBE,C,85","GROSSE,C,30","LANGE,C,30","GEWICHT,N,10,3","WEBSHOP,L","VK_INFO,M","INV_START,N,10,3","INV_ZAHLEN,N,10,3","INV_ENDE,N,10,3","PROV_SATZ,N,5,2","RESERVIERT,N,10,2","FRENCHSATZ,N,5,2","UVP,N,10,2",INTERNNR,"BEARBGEB,N,7,2","VK_D_VON,D","VK_D_BIS,D","BRAUCH_ET,L","U_RAB,N,5,2",VON_FIL,"AQUER,L","ISNEGATIV,L","GEBRAUCHT,L","TEILBAR,L",LAGERPLATZ,"QRCODE,M","EAN1,N,13,0","EAN2,N,13,0","PV_EINHEIT,N,1,0","PV_INHALT,N,8,3",WAGDIVISOR,"AUTOBESTEL,L","REALWARE,L","MHD,L","STAFF_TEXT,M",GRUPPE2
38,"88810691 vorher EK 15,90",Zahl 30 Tulipano 500ml mundgeblasen,47,1,0,0,,0,0,,,22.82,54.5,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,,9503791111111,12/09/2020,07/30/2011,,,0,0,FALSE,,TRUE,25,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5037,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
39,SR21605,Serviettenring Napkin ring silver,159,1,0,0,,0,0,,,2.1,5.5,4.62,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,37,,,686423639128,09/10/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,32093,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
40,2002 W,"Pesto Tartufo, Tr³ffel-Pesto, 135g",265,1,0,0,,0,0,,,2.95,6.5,6.08,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,6,,,4260328811191,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,6002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
41,2005 W,"Pesto alla Genovese, 135g",265,1,0,0,,0,0,,,2.5,5.9,5.51,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,6,,,4260328811214,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,6003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
42,140600 W,"Aprikosen Tomaten Dip, 115 ml",220,1,0,0,,0,0,,,1.99,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,7,,,8700181111114,12/11/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,7001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
43,154000 W,"Brotaufstrich Tomate Paprika mit Waln³ssen, 125g",220,1,0,0,,0,0,,,1.99,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,7,,,8700281111113,12/10/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,7002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
44,9848,Mini Weihnachtsplõtzchen Karamell,196,1,0,0,,0,0,,,1.25,2.8,2.62,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,11,,,4000996098483,11/27/2024,08/02/2011,,,0,0,FALSE,,TRUE,14,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10001,,,,,,,,,0.1,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
45,4004018,"Karamell Lakritz Kugeln, 100g",120,1,0,0,,0,0,,,0.83,2.8,2.62,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,,,5060561601615,12/05/2024,08/02/2011,,,0,0,FALSE,,TRUE,38,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
46,600171 W,Pesto Bruschetta Toskana,158,1,0,0,,0,0,,,3.05,7.5,7.01,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,6,,,4059598601713,06/21/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,6004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
47,frei,frei,24,1,0,0,,0,0,,,4.5,8.5,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,,,4260357951608,08/24/2022,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,11053,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
48,GO.006 BLF,"Besteck GOA Black, Edelstahl, schwarz, Set 4tlg, Messer, Gabel, kl. + gr. L÷ffel",51,1,0,0,,0,0,,,48.75,118,99.16,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,13,,,5609881692059,12/06/2024,08/02/2011,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,12002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
49,GO.006GR,"Besteck GOA GRAU, Edelstahl, grauer Griff, Set 4tlg, Messer, Gabel, kl. + gr. L÷ffel",51,1,0,0,,0,0,,,31,75,63.03,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,13,,,5609881879405,04/06/2023,08/02/2011,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,12003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
50,GO.006 GB,"Besteck GOA GOLD, Edelstahl, gold, schwarzer Griff, Set 4tlg, Messer, Gabel, kl. + gr. L÷ffel",51,1,0,0,,0,0,,,43.63,125,105.04,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,13,,,5609881189405,09/10/2022,08/02/2011,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,12004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
51,157000 W,"Brotaufstrich Chili Mango, 120g",220,1,0,0,,0,0,,,1.99,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,7,,,8700381111112,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,7003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
52,147200 W,"Orientalischer Gem³se Dip, 115ml",24,1,0,0,,0,0,,,1.89,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,7,,,8700481111111,12/11/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,7004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
53,147000 W,"Chili Mango Dip, 115g",220,1,0,0,,0,0,,,1.99,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,7,,,8700581111110,12/11/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,7005,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
54,93933970,"Ess-Stõbchen, chopsticks, 4er Set, Holz",293,1,0,0,,0,0,,,2.55,6.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,13,,,4024433018230,12/07/2024,08/02/2011,,,0,0,FALSE,,TRUE,12,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,12005,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
55,SA17 W,"CafÚ de Paris Sauce, 245 ml",3,1,0,0,,0,0,,,3.6,7.9,7.38,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,14,,,4251228960072,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,13001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
56,SA136 W,"Patatas Bravas Sauce, 245 ml",3,1,0,0,,0,0,,,3.6,7.9,7.38,0,0,0,0,0,0,0,0,0,0,0,0,-1,6,0,14,,,4251228960058,12/16/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,13002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
57,SA139 W,"Burger & Sandwich Sauce, 245ml",3,1,0,0,,0,0,,,3.45,8.5,7.94,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,14,,,4251228961024,12/16/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,13003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
58,053144,"Ausstecher Komet, Stern, Edelstahl, 6cm",234,1,0,0,,0,0,,,1.41,3.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,15,,,4018598053144,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,10,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,14001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
59,054073,"Ausstecher Tannenbaum, Edelstahl, 6,5cm",234,1,0,0,,0,0,,,1.74,4.95,4.16,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,15,,,4018598054073,12/10/2024,08/02/2011,,,0,0,FALSE,,TRUE,10,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,14002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
60,107151,"Ausstecher Mond, Edelstahl, 6cm",234,1,0,0,,0,0,,,1.14,3.25,2.73,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,15,,,4018598107151,12/07/2024,08/02/2011,,,0,0,FALSE,,TRUE,10,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,14003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
61,006600,"Essig Gelee Apfel Balsam, 105g Glas",282,1,0,0,,0,0,,,3.9,8.5,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,,,9007203066001,06/14/2023,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
62,006620,"Essig Gelee Himbeer, 105g Glas",282,1,0,0,,0,0,,,3.9,8.5,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,,,9007203066209,10/06/2023,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
63,006610,"Essig Gelee Quitte, 105g Glas",282,1,0,0,,0,0,,,3.9,8.5,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,,,9007203066100,05/10/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
64,113-6W N,"Senf ""Hier kommt die Sonne"", mit Orangen und ger÷stetem Mohn, 110 ml",61,1,0,0,,0,0,,,3.49,7.5,7.01,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,12,,,4260620040183,12/16/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
65,182506,"Mini Feigen Senf mit Orangen und N³ssen, 55ml",220,1,0,0,,0,0,,,1.1,2.8,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,,,8110058111114,11/27/2023,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11005,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
66,3321200,"Mango-Chili Chutney, 210g Glas",2,1,0,0,,0,0,,,3.45,7.9,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,,,4013149157647,12/15/2023,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11006,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
67,3321215,"Tomate-Basilikaum Chutney, 210g Glas",2,1,0,0,,0,0,,,3.25,7.9,7.38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,,,4013149157678,12/12/2023,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,11007,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
68,10031,Tomaten auf Oliven÷l,129,1,0,0,,0,0,,,1.515,4.5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,3330147800988,05/03/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
69,11.04.02,Peperoncino Piccante Oliven÷l extra,117,1,0,0,,0,0,,,1.89,4.8,4.49,0,0,0,0,0,0,0,0,0,0,0,0,78,50,0,2,,,3330147800940,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
70,11024,"Archaelaion, extra natives Oliven÷l, Premiumqualitõt, aus unreifen Oliven, Kreta, 100ml",216,25,0,0,,0,0,,,1.918,5.3,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,8200381111117,11/07/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,4,,,,,,1,FALSE,TRUE,,,0
71,10018,Mediterrane Krõuter auf Oliven÷l,129,1,0,0,,0,0,,,1.515,4.3,4.02,0,0,0,0,0,0,0,0,0,0,0,0,7.5,1,0,2,,,3330147900398,09/02/2023,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
72,11010,"Castello Zacro Zitronen Oliven÷l, Kreta, 100ml",216,1,0,0,,0,0,,,1.765,4.9,4.58,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,2,,,5707644303010,12/16/2024,08/02/2011,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2005,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
73,11007,"Castello Zacro Oliven÷l extra nativ, Kreta, 100ml",216,25,0,0,,0,0,,,1.338,4.5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,-11,10,0,2,,,8200681111114,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2006,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,4,,,,,,1,FALSE,TRUE,,,0
74,OE091,"Nuss Kern Ílkomposition, 100ml",3,1,0,0,,0,0,,,1.375,4.5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,2,,,3245270000665,12/12/2024,08/02/2011,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2007,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
75,3914,"Italienisches Krõuter÷l, 100ml",209,25,0,0,,0,0,,,0.83,3.8,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,,,3245270000726,10/04/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2008,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
76,13117,Elaionas extra natives Oliven÷l aus Griechenland,216,1,0,0,,0,0,,,1.918,5.3,4.95,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,2,,,8200981111111,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2009,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
77,frei,frei,24,1,0,0,,0,0,,,0.49,2.9,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,5707644352001,08/09/2019,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,4,0,2010,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
78,SA116,"Orange Rosmarin Sauce, A Must, 250 ml",3,1,0,0,,0,0,,,3.15,6.9,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,,,4251228901310,07/08/2024,08/02/2011,,,0,0,FALSE,,TRUE,6,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,15001,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
79,SA114 W,"Honig Thymian Sauce, A Must, 250ml",3,1,0,0,,0,0,,,2.95,6.9,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,,,4251228901297,12/20/2023,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,15002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
80,5573002,Cranberry Balsam 3% Sõure,150,1,0,0,,0,0,,,0.725,3.9,3.65,0,0,0,0,0,0,0,0,0,0,0,0,94,10,0,42,,,3330148400118,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,1001,FALSE,,,,,,200ml,,0,TRUE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
81,Essig,Essig,24,1,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,,,3330147100682,12/01/2018,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,1002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
82,5306 W,"Feigen Balsamico, dunkel, 3% Sõure, 100ml",2,1,0,0,,0,0,,,0.65,3.5,3.27,0,0,0,0,0,0,0,0,0,0,0,0,137.5,50,0,42,,,3330147100705,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,50,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,1003,,,,,,,,,0,TRUE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
83,20098,Pfirsich und Aprikosen Essig 4%,129,1,0,0,,0,0,,,1.865,4.5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,,,3330147100699,04/17/2023,08/02/2011,,,0,0,FALSE,,TRUE,30,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,1004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,1,FALSE,TRUE,,,0
84,9847,Mini Weihnachtsplõtzchen,196,1,0,0,,0,0,,,1.25,2.8,2.62,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,11,,,4000996098476,12/16/2024,08/02/2011,,,0,0,FALSE,,TRUE,14,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
85,Waldbeeren Zuckerfrei 100g,Waldbeeren Zuckerfrei 100g,120,1,0,0,,0,0,,,0.992,2.9,2.71,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,11,,,8100048111118,12/14/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
86,5867 W,"Erdbeer Dinkel Herzen, 100g",10,1,0,0,,0,0,,,1.484,4.5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,11,,,8710401434831,12/16/2024,08/02/2011,,,0,0,FALSE,,TRUE,20,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10005,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
87,C24 -1000 Grachtenhõuser,"Hamburger Speicherstadt, Lakritz, 100g",261,1,0,0,,0,0,,,0.955,2.6,2.43,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,11,,,4016306239095,04/13/2024,08/02/2011,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10006,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
88,C01 - 1000,"Altes Land, Lakritzmischung, 100g",261,1,0,0,,0,0,,,0.906,2.6,2.43,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,11,,,8100078111119,12/05/2024,08/02/2011,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10007,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,1,FALSE,TRUE,,,0
