ARTNR;KATNR;BEZ;LIEFERANT;EINHEIT;LIEFERANT1;EK1;KATNR1;LIEFERANT2;EK2;KATNR2;VGL_ARTNR;EK;VK;VK_2;VK1;VK2;VK3;VK4;VK1M;VK2M;VK3M;VK4M;ST1;ST2;ST3;ST4;BESTAND;AMIN;AMAX;GRUPPE;ANGEBOT;PROV;EAN;VK_DAT;EINGANG;VON;BIS;RA;RAM;ANGWIED;SL;LF;VE;PFAND;MIT_PR;BEM;AUS_PLATZ;MWST_VK;MWST_MN;INV_BESTAN;INV_MUST;BILD;ZIGARETTE;DATENBLATT;KAFFEE;H_HOUR1;H_HOUR2;H_HOUR1M;H_HOUR2M;MWST_EK;KATEGOR;MY_ARTNR;NOTVISIBLE;HERSTELLER;HERST_NR;SERNR;SAISON;FARBE;GROSSE;LANGE;GEWICHT;WEBSHOP;VK_INFO;INV_START;INV_ZAHLEN;INV_ENDE;PROV_SATZ;RESERVIERT;FRENCHSATZ;UVP;INTERNNR;BEARBGEB;VK_D_VON;VK_D_BIS;BRAUCH_ET;U_RAB;VON_FIL;AQUER;ISNEGATIV;GEBRAUCHT;TEILBAR;LAGERPLATZ;QRCODE;EAN1;EAN2;PV_EINHEIT;PV_INHALT;WAGDIVISOR;AUTOBESTEL;REALWARE;MHD;STAFF_TEXT;GRUPPE2;
54;93933970;Ess-Stäbchen, chopsticks, 4er Set, Holz;293;1;0;0;;0;0;;;2,55;6,9;5,8;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;13;0;0;4,02E+12;16.04.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;12005;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
55;SA137;Café de Paris Sauce, 245 ml;3;1;0;0;;0;0;;;3,6;7,9;7,38;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;14;0;0;4,25E+12;21.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
56;SA136;Patatas Bravas Sauce, 245 ml;3;1;0;0;;0;0;;;3,6;7,9;7,38;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;14;0;0;4,25E+12;25.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
57;SA139;Burger & Sandwich Sauce, 245ml;3;1;0;0;;0;0;;;3,45;8,5;7,94;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;14;0;0;4,25E+12;06.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13003;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
58;53144;Ausstecher Komet, Stern, Edelstahl, 6cm;234;1;0;0;;0;0;;;0,89;3,95;3,32;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;15;0;0;4,02E+12;19.12.2024;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;14001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
59;54073;Ausstecher Tannenbaum, Edelstahl, 6,5cm;234;1;0;0;;0;0;;;1,41;4,95;4,16;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;15;0;0;4,02E+12;26.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;14002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
60;107151;Ausstecher Mond, Edelstahl, 6cm;234;1;0;0;;0;0;;;0,89;3,25;2,73;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;15;0;0;4,02E+12;21.12.2024;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;14003;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
61;6600;Essig Gelee Apfel Balsam, 105g Glas;282;1;0;0;;0;0;;;3,9;8,5;7,94;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;9,01E+12;14.06.2023;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
62;6620;Essig Gelee Himbeer, 105g Glas;282;1;0;0;;0;0;;;3,9;8,5;7,94;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;9,01E+12;06.10.2023;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
63;6610;Essig Gelee Quitte, 105g Glas;282;1;0;0;;0;0;;;3,9;8,5;7,94;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;9,01E+12;10.05.2024;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11003;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
64;113-6W N;"Senf Hier kommt die Sonne"", mit Orangen und geröstetem Mohn, 110 ml""";61;1;0;0;;0;0;;;3,59;7,5;7,01;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;12;0;0;4,26E+12;22.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11004;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
65;182506;Mini Feigen Senf mit Orangen und Nüssen, 55ml;220;1;0;0;;0;0;;;1,1;2,8;2,62;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;8,11E+12;27.11.2023;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11005;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
66;3321200;Mango-Chili Chutney, 210g Glas;2;1;0;0;;0;0;;;3,45;7,9;7,38;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;12;0;0;4,01E+12;15.12.2023;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11006;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
67;332150;Tomaten Chutney, 210g Glas;2;1;0;0;;0;0;;;3,25;7,9;7,38;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;4,01E+12;18.10.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;11007;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
68;10031;Tomaten auf Olivenöl;129;1;0;0;;0;0;;;1,515;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;3,33E+12;03.05.2024;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
69;11.04.2003;Peperoncino Piccante Olivenöl extra;117;1;0;0;;0;0;;;1,89;4,8;4,49;0;0;0;0;0;0;0;0;0;0;0;0;46,5;50;0;2;0;0;3,33E+12;21.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
70;11025;Archaelaion, extra natives Olivenöl, Premiumqualität, aus unreifen Oliven, Kreta, 100ml;216;25;0;0;;0;0;;;1,918;5,3;4,95;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;8,20E+12;13.09.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2003;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;4;;0;0;0;0;1;0;1;0;;0;
71;10018;Mediterrane Kräuter auf Olivenöl;129;1;0;0;;0;0;;;1,515;4,3;4,02;0;0;0;0;0;0;0;0;0;0;0;0;7,5;1;0;2;0;0;3,33E+12;02.09.2023;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2004;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
72;11010;Castello Zacro Zitronen Olivenöl, Kreta, 100ml;216;1;0;0;;0;0;;;1,765;4,9;4,58;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;5,71E+12;01.10.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2005;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
73;11007;Castello Zacro Olivenöl extra nativ, Kreta, 100ml;216;25;0;0;;0;0;;;1,338;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;11,7;10;0;2;0;0;8,20E+12;21.08.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2006;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;4;;0;0;0;0;1;0;1;0;;0;
74;OE091;Nuss & Kern Ölkomposition, 100ml;3;1;0;0;;0;0;;;1,375;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;64;25;0;2;0;0;3,25E+12;22.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2007;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
75;frei;individuelles Marketing 2025, Weinfest Kühltruhe, Nordlicht;24;25;0;0;;0;0;;;130,25;155;130,25;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;3,25E+12;26.09.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;2008;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
76;13117;Elaionas extra natives Olivenöl aus Griechenland;216;1;0;0;;0;0;;;1,918;5,3;4,95;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;8,20E+12;19.07.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;2009;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
77;16292 286;Schale Joy, blueberry smoothie, Ø 15,5cm;293;1;0;0;;0;0;;;6,4;15,9;13,36;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;48;0;0;4,02E+12;11.10.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351256;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
78;SA116;Orange Rosmarin Sauce, A Must, 250 ml;3;1;0;0;;0;0;;;3,15;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;16;0;0;4,25E+12;14.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;15001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
79;SA114;Honig Thymian Sauce, A Must, 250ml;3;1;0;0;;0;0;;;2,95;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;16;0;0;4,25E+12;22.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;15002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
80;5573002;Cranberry Balsam 3% Säure;150;1;0;0;;0;0;;;0,735;3,9;3,65;0;0;0;0;0;0;0;0;0;0;0;0;68;10;0;42;0;0;3,33E+12;21.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;1001;0;;;;;;200ml;;0;1;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
81;L240648;Erdbeer Rhabarber Crema, Essigzubereitung 4% Säure, 100ml;3;1;0;0;;0;0;;;0,87;3,2;2,99;0;0;0;0;0;0;0;0;0;0;0;0;37;1;0;42;0;0;3,33E+12;19.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;1002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
82;5306;Feigen Balsamico, dunkel, 3% Säure, 100ml;2;1;0;0;;0;0;;;0,65;3,5;3,27;0;0;0;0;0;0;0;0;0;0;0;0;0,5;50;0;42;0;0;3,33E+12;25.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;1003;0;;;;;;;;0;1;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
83;20098;Pfirsich und Aprikosen Essig 4%;129;1;0;0;;0;0;;;1,865;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;42;0;0;3,33E+12;17.04.2023;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;1004;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
84;9557;SIMPLY Chocolate Bar Dark Marci;151;1;0;0;;0;0;;;1,35;2,8;2,62;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;11;0;0;5,71E+12;22.03.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10003;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
85;Waldbeeren Zuckerfrei 100g;Waldbeeren Zuckerfrei 100g;120;1;0;0;;0;0;;;0,992;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;8,10E+12;23.12.2024;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10004;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
86;5867 W;Erdbeer Dinkel Herzen, 100g;10;1;0;0;;0;0;;;1,989;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;-1;10;0;11;0;0;8,71E+12;25.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;20;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10005;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
87;C24 -1000 Grachtenhäuser;Hamburger Speicherstadt, Lakritz, 100g;261;1;0;0;;0;0;;;1,022;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;4,02E+12;19.09.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10006;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
88;C01 - 1000;Altes Land, Lakritzmischung, 100g;261;1;0;0;;0;0;;;0,978;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;8,10E+12;15.09.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10007;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
89;3002/0 Eierlikör Kugeln;Seute Deern, Eierlikör Schoko-Dragees mit weißer Schokolade 100g;10;1;0;0;;0;0;;;1,809;4,6;4,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;3,36E+12;10.06.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10008;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;1;0;1;0;;0;
90;101031 W;Mandeln in Zartbitterschokolade, 150g;158;1;0;0;;0;0;;;2,45;5,9;5,51;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;4,06E+12;28.12.2022;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10009;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
91;183;Edel Marzipan Sterne in Zartbitterschokolade, 100g;57;1;0;0;;0;0;;;1,693;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;11;0;0;8,10E+12;25.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10010;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
92;6911285 Malaco supersalta sillar;Extra salzige kleine Hamburger Heringe, Salz-Lakritz, gezuckert, 100g,;120;1;0;0;;0;0;;;0,725;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;25;1;0;11;0;0;4,06E+12;24.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;18;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10011;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
93;2302910;Saure Fische, zuckerfrei, 100gr.;120;1;261;0,67;;0;0;;;1,264;3,5;3,27;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;8,10E+12;23.12.2024;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;35;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10012;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;8,71E+12;0;0;0;1;0;1;0;;0;
94;wondercandle;HAPPY BIRTHDAY gold, cancake, Brownie;165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;38;0;0;4,26E+12;15.02.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33105;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
95;16081 W;Sardine aus Vollmilch Schokolade, silber;5;1;0;0;;0;0;;;0,346;0,9;0,84;0;0;0;0;0;0;0;0;0;0;0;0;125;50;0;11;0;0;9,10E+12;26.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;180;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10014;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
96;8420;Michel Augustin  Crispy Savoury Biscuit Comté;151;1;0;0;;0;0;;;2,8;6,1;5,7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;17;0;0;3,76E+12;04.07.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;16001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
97;19012000;Knoblauch Paprika Focaccia Mischung, 1l Weckflasche;168;1;0;0;;0;0;;;6,9;15,5;14,49;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;38;0;0;4,26E+12;24.05.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33082;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
99;1380;Zimt in Honig, 125g;196;1;0;0;;0;0;;;2,05;5,5;5,14;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0;9;0;0;4,00E+12;26.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;9;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;9001;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
100;9260;"Weihnachts Honig Spekulatius"", 125g""";196;1;0;0;;0;0;;;1,94;5,5;5,14;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;9;0;0;4,00E+12;19.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;9;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;9002;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
101;1398;Sanddorn Honig, 125g;196;1;0;0;;0;0;;;2,1;5,5;5,14;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;9;0;0;4,00E+12;19.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;9;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;9003;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
102;19143013;Sauciere mit Deckel, doppelwandig, groß, 0,25l;293;1;0;0;;0;0;;;10,8;25,9;21,77;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;48;0;0;4,02E+12;17.09.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351387;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
103;9261;Bratapfel Honig, 125g;196;1;0;0;;0;0;;;1,94;5,5;5,14;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;9;0;0;4,00E+12;25.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;9005;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
104;19080192;Coppa Nori Teebecher 2er Set, 0,2l;293;1;0;0;;0;0;;;7,1;16,9;14,2;0;0;0;0;0;0;0;0;0;0;0;0;6;10;0;48;0;0;4,02E+12;03.07.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;40;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351386;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
105;19090 950;3er Set Käsemesser, Edelstahl;293;1;0;0;;0;0;;;10;24,9;20,92;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0;48;0;0;4,02E+12;21.11.2025;02.08.2011;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351385;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;;0;
